Time Now: 2025-07-17 08:14:20.201528
Cutoff Time: 2025-07-17 12:00:00
Now < Cutoff Time: True
Fetching news from 2025-07-16T12:00:00 to 2025-07-17T08:14:20.201528
('2025-07-16T12:00:00', 'RELIANCE', 'Reliance walks fine line on Russia-US energy  Breakingviews', 'https://news.google.com/rss/articles/CBMiqwFBVV95cUxPcGd2Tk9FcC0yMzFhRXpfblBtRFJ4NE1sa3RXUk5naVFjQ2Vad0s4cmFfTVAySVVfRHJZeEFYcEFDQXdWUDI1bFhlUTlsR1BPazlRYTJibW5sTzNBSE1TZThKYnBBSXBRTTU2dl9ObWxIaXRvQnU5emVxTFhTZGtzdHhLOWNlWks2NEdDZmpmWXotTGllZzFDN2JMb0FJWjQxQm1SblVycWhGejQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T00:26:17', 'MARUTI', 'Stocks To Watch Today On July 17: Maruti Suzuki, SBI, Angel One, Hindustan Zinc, Tech Mahindra and more  ET Now', 'https://news.google.com/rss/articles/CBMi5AFBVV95cUxQVk5jZG51WlhsLS1pdmNMZnJBZzUzdWFQcF82dUtuNTZ0NTZiYmNXQ2JsUGN4QVEwdmJuUXg5cXlzdEp1dWtBQWg1eU9seUluWktYOTVwU3ZxOHI3MkNvd21PWEwwQU9CX2RZbjVvdWZCdEdWV2V1a3BHcDJTMkxzMTc3cnN2X0hoY2tDbWV1OXhPVXBBS0RVOUliMW9odlhHRjNtS0p1dUh2bEdfYThsSHY2SXc2QVRYVmVpYXY2RWJ5Y0IzWUMtYW9nRjBOUVlvd3JZNmFaRWxYdmhYRV9rSEpDWEvSAeoBQVVfeXFMUE0zcHRsNTByaEhmdVBadV9zMXd4bDhtdC1lVm9HWElrNTgtQUtNc3E3bFo3eURONzRBRm5JTktvd2txWVJvVENlSzEydG85NTZvQklKQ0hzRC1fdVNpdU9abjQtZWx6V2JIVFlOeTVlWFV3NmYtcEQzdGMxbW0tSktqSzJrbWRPejlUYmlNMzZPSkIyZTRNcm9ZeUVoZ1VORE5XRU8wckdsQktiWXVhaHA4ejROWXJYR3I2WG5yU2ZsZFRiQTNfQVlrUEhDM3BsMWQ4NGstMk9tR3VPOFZpVXBjMTFncFM0a2ZR?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T00:26:17', 'SBI', 'Stocks To Watch Today On July 17: Maruti Suzuki, SBI, Angel One, Hindustan Zinc, Tech Mahindra and more  ET Now', 'https://news.google.com/rss/articles/CBMi5AFBVV95cUxQVk5jZG51WlhsLS1pdmNMZnJBZzUzdWFQcF82dUtuNTZ0NTZiYmNXQ2JsUGN4QVEwdmJuUXg5cXlzdEp1dWtBQWg1eU9seUluWktYOTVwU3ZxOHI3MkNvd21PWEwwQU9CX2RZbjVvdWZCdEdWV2V1a3BHcDJTMkxzMTc3cnN2X0hoY2tDbWV1OXhPVXBBS0RVOUliMW9odlhHRjNtS0p1dUh2bEdfYThsSHY2SXc2QVRYVmVpYXY2RWJ5Y0IzWUMtYW9nRjBOUVlvd3JZNmFaRWxYdmhYRV9rSEpDWEvSAeoBQVVfeXFMUE0zcHRsNTByaEhmdVBadV9zMXd4bDhtdC1lVm9HWElrNTgtQUtNc3E3bFo3eURONzRBRm5JTktvd2txWVJvVENlSzEydG85NTZvQklKQ0hzRC1fdVNpdU9abjQtZWx6V2JIVFlOeTVlWFV3NmYtcEQzdGMxbW0tSktqSzJrbWRPejlUYmlNMzZPSkIyZTRNcm9ZeUVoZ1VORE5XRU8wckdsQktiWXVhaHA4ejROWXJYR3I2WG5yU2ZsZFRiQTNfQVlrUEhDM3BsMWQ4NGstMk9tR3VPOFZpVXBjMTFncFM0a2ZR?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T00:30:00', 'TCS', 'TCS employees on the edge as co’s new benching policy completes first cycle  The Economic Times', 'https://news.google.com/rss/articles/CBMi5AFBVV95cUxQZ2hKdFVQVEVZNUo0YVBpUzQ5VHQyTFlTTGJvclFxRm5NeVV3Qlp3dVFHeWFrWXo0YnVzM3ktbENZZi1DUmt2SERhMkxYM2lhLUVMVkRBNWtSUHlVV1JMN1M0Rkdqd1RDVXUxYS02cGlZMUVvY0phMjVBUVh2SWlpNEZEb0tGcV9lTzBOVHZub1lFcV83MGx5RUpXSDRqRkxCenZwZmU5UXkwZWRGVG5wWWMzS0tOV3F6dVhlTW1EYm5lUnhtUHpDa19LT1FyNHhONFdhSXR1NXprY1g5a1Q4R0tMUknSAeoBQVVfeXFMTktFZ2ZSV3BOaUYxeEZVSHFpRkN3U01TNXlyWmFkTVJXQTNzQlBSOV9HcFJVRmZTMXdJdWNHRGg3VV9PTFFwSEhFX1pJdkFrTFpsV0ZKZ0hsRktULThvcm84RFMyRVdJQzRIdXpENlR3V3hsOTVFT0FtenI2QU5BamEwVW5aV0tSVXlpc00weXlSUm1OUGdrejlRRGdjUGpXMWRrWjVhb1V6dkQ4M1Fmb2J0Z19mSnBodXBDbWlkcmg2NjJQM3NuSmpWaGhUdVItQXVjejZ4a0p2M2wxMjhWUDNoclN3TUhmenZB?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T00:30:00', 'AXISBANK', 'Wipro, Axis Bank, LTIMindtree Q1 Results Today — Earnings Estimates  NDTV Profit', 'https://news.google.com/rss/articles/CBMirgFBVV95cUxOdmVmS1BKTHpBOXlNOXdfaHRjc0ZqajFJQ3hJS0t5ZzMwUGU5c2tBRjBLS2NZU1BBN3VORVdNQTEzd3BOb05sWDBtRVhZV0tqVXFJcjI3QjhtR25wbEQ5QWUxakZlT1liZGNrLUN1VVpSelhTZER6dXlKVEtoeGpIMlZCeTB5ZG56a2Y3bUw3NnVFYk5FYmptcnlKd2xZUTJHa2VVei1qV3E2N21zOWfSAbMBQVVfeXFMTnBwUDZtMkpZNTFMZ3l5ZTRGMWlVQ1h0NWVvd3QzaS1NS2VQd1FVZzdHc21ZdW5RR2o2d0pjUzFtdGtPdTF1UFJ0cGl6TTZMNWE3b0M0WHNPTjdRSFE3ZU5aZk9ZVF9qTjJFalJPclNsamhiQzM0bWhRMGJ0VWw2eVkwUVZkTktjWDhwS0VSVFJlVE9QNG5nelZMX0dlZTh3VThSTWtDR3VDVTJpdWdxeHgwTTg?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T00:30:00', 'WIPRO', 'Wipro looking to become consulting-led, AI-powered company, says Rishad Premji  The Economic Times', 'https://news.google.com/rss/articles/CBMi5wFBVV95cUxPUEszTTJndzBzYXRRTE03NDJPeWczcVdFSVc0NFFxN0JQVmE3NmlqOWJjMVI5aGZLNTNzVmpWREFpTUJXMHpQWk40MzRhUkdXNG05d1k3Yk85LUN6T0Q4bXRTVDZHc2pZOGRpZXB2TjBFczVfUFQxTl9BY0R2MVhaMGVLbUxIT3pEb0R5Y0J2YWtGTkxiWGRJZXZhTmwzM2xQRVk4MTBKbzJmU0VJT1VXYzRWZ1hob05zY3JORldvWjhkMWppZGljbHlodHBhS25sNlJXVlltSnZnbzI1d19Wdkd2cFV6emvSAewBQVVfeXFMTjZVVFlUTUVmMTltVlVaa0Fkai14YXZaam80X0FGbGM2X3J6NnQ5bjZNaFoxN2kxcFVqbWlxblNLV0ZIdFgwbm43b195OEpXYmpBNlRrMnRBOVFZUll1NTJLQmliblhlb3R4SUp3SXBqSW9OUkZfbzQxM0xWNDh6elBNUGtNRFhxaXk0NE9Sa19laGZhc19qSm80XzQ5S3NRVW5hSVJ4SldTdWJaYUR5NmxzZGtzdHVuMUx3ajRNQkVOS1hDbnR3RDJSb1BrMDJ3SWJmeC1uZ2NJTE9fX1Fla1hhaTJsMktnazVTbDA?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T00:35:00', 'NTPC', 'Renewable energy push sees NTPC get nod to invest Rs 20,000 crore in green arms  The Times of India', 'https://news.google.com/rss/articles/CBMi9AFBVV95cUxOMXloYzdQRW5OSE1yMlJZOGZ5ZkF1d0d6bXh0czdkdFZEREhVUWFmSjViNzhOQV9BeXhiRV9wV2FmOE5YeGlvUk1rbGFfOVAyYldrbk93aUt1WmxUTzRlX1RkVEdvZzlFYmhGUlB4QnNvZUpwTjR2Wnk2WVZXaDh1X2wxRUJnaDlDbkRnTFVlaTY4eEFlcnJKOUt3RTlNLVA3ckNzenpWdVpwZjE3MUZoa2FVWmxLemxxMWgyeDRiZHB4UndVN3V2dllGY09tejQzUTJBV0xZa3h4Sms0X2ZzOE4ybmdWNkFNWFR6QjVBWEp4cXVo0gH6AUFVX3lxTE9oZ1U1QUNJTTJpQU0wLUhRVkJqSGVZY2tFell5VTlsZVF6WUpDOXd1QW00eWJ4ZVprYU5iaURGN1kwMzcya0RULUdWeEVEcldGYXEwUVlKTllZYVJwTEZ1M1BKSEFEUExkRnlnbFhiTkgxc1ZTUkF3VmFKb25QR0Rsd2hIVE5SZkRUbVVoSExpd0xhTHVUN2hkZHNmT3c3TXZDckhubHA0bWZVZ0tlMlF0V28tczlCcUFCLXNUTUx0TDQ2anFLcF9qQU1XeXBibWN3OEpZWDJ3aEk5SzBkcFI4eXpTVjAzOUxWSEVaOUtSZWpQUU9rLVpraXc?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T00:37:00', 'M&M', 'Solestial awarded $1.2M by SpaceWERX to develop smallsat multiorbital solar array wing  news.satnews.com', 'https://news.google.com/rss/articles/CBMivwFBVV95cUxOX3ZONC1ndVFKa0NYLVV3REVDRjY5U25jcFdqZjZPQjRtdlFRekRPQWtnVXQ4MGR2UnhUdnBhZnE4ZWNtYkdGYmNyY1ptenBTT05QaG1teU1GQjJNcGxmU2JhdGhrbXh0aVhOSloyOWtmV3V1UVdBVFNjZXV6UkZvNTQ5RHNlWGItMm1FYXNhUUt2eE01UVY0Qkd5WVBNcV9yY212bDRUcXczbVdJM19VblJzbHNoYjkwcURIaGhjaw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T00:38:00', 'NTPC', 'RRB NTPC Graduate Result 2025 @rrbcdg.gov.in; Live Updates on CBT 1 Cut Off Marks & Scorecard  Shiksha', 'https://news.google.com/rss/articles/CBMioAFBVV95cUxPbW1VRm91Yi0wS05YbnNHQ2Y3VURkc3Utc1dJVFV2ZUxVLUZqVkw1YnEtYUxwNnVPNEo3VzNIcFN3RlNnbXFaZy15ZVhWOGx1dktRWnBuTFhXdG91VHBRMVhwOC1YdHB3UHRVSVRQNV9BOHNCcGh3MW1GMk1OUmlNVFJNTDlSVzZKQTJLVldXNnV3YWpUME9MTHRoLXRCY0dv?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T00:38:37', 'M&M', 'Beverly, Chicago graduate of Bogan High School earns $8M in scholarships after being accepted into over 80 colleges  ABC7 Chicago', 'https://news.google.com/rss/articles/CBMiygFBVV95cUxQYzBHaG9CQVVGZVBqZ29hYUtlcFFESVhHY2JncURmRUpORkR1YWVobEVVcVNHR3dRLWpGQW12bnptam1JNzNJd1VxSVhPbXdCMF9La3luOEpRLWtjUVhlRS1hVk9CV0VBeEl0bE1pekpqRWo1VEJaQXJ2djg4b3V3d3pKV1UyZElJYVYzemM1ZW9uNG54TWMzempxZDVPOEo1V01kZmxWQlZrRVdhRk5iVi03Rnc0cnZRZTRqZUdENDBwSy12dnBZcnZB0gHPAUFVX3lxTE1uUFRRcXRzNXhvMzB4Qnd6TVc0MlhuVktVSDlPbzRVMzVsb3E4Slh4Vm5Jajg2Mk9WUTU1ZTVsOE8wZDVkdjI2Y3ZvTEJjNURUT0JSVWkyaW80VWx5bUxjUVAzWkpRYU9CeG5MalFLZUJIQmthLU5mR3NSNFVfOS1UR0xHTkEwWkphVFFuZV94RTh1T3MwOVZONjJWTmhyZUdwX2tEalNOSkdiN1pwcjkzZGpHSV9sR2l0akFteGxHS2pWdm96TWtRSEZiUmhjZw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T00:38:42', 'HINDUNILVR', 'public companies who own 62% along with institutions invested in Hindustan Unilever Limited (NSE:HINDUNILVR) saw increase in their holdings value last week  simplywall.st', 'https://news.google.com/rss/articles/CBMi4gFBVV95cUxPYjlZTUIwNEVLNmU4eWhMczFwVGtVN1FlQ1RzTXc5SlJ5TURhdmNJWDNkYTVjaDZwdGRDQ3VORjVvTlRVR3I0b3Vuc1pxWW56bWJ4cm5NWUp5ZHhoNzJ6Qy02QS1KdlhLN1ZBZkdncFAyQmVkNV83QnN5dHNJdEdhbVdtbzVSX3plbDZWUkkwNDRaNkEyc3dPS1RSTm9wdGptQlJLQ1VidEM4NHdObDAxeE5Da192TS1QbjNsUlpIYnZQN0dkdG5FNkVFaHdUSVdWZXlNeWRSZzkxdHZ0aHVsY0N30gHnAUFVX3lxTE1sRmJzaFhueEpIS1NYaVlTZDJqRGZBMGtxeHVDMzFtSFYyYjhlVktWRzZ3b2ZOaGRraC0zZUVuR1hYanBaV1lFeHFEX1o4VUg4RVJVYm5CQVlfMFpvMzZUamxFc2FoUmx6eU8wZGE0X2lJeUlHZFVMandTS2VZSkFGR3A1V192M1B4Q2daWDAyOVVLV2FzSEJVNTNQWi1faW1HY1dtTmpVaFV1Vmp3X2FIWmpfUTlLWERYSjFNOFhxLXY1TEtCUWJnVGo1MzBMUUVBb1VISTA1M3Z6ZXpMSEdwdWVJUkxIcw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T00:38:42', 'POWERGRID', "Here's Why Power Grid Corporation of India (NSE:POWERGRID) Can Manage Its Debt Responsibly  simplywall.st", 'https://news.google.com/rss/articles/CBMi8gFBVV95cUxPNi1ncHRrXzFVQ3JKLVBmNjc5REVIdWZ1WXcxdkVTYXhWdm1IeTJ2VEYtdjFZeUh1bldFRzA1QU9SVjBqelE1emk3Rmtxd3N2aW9McDc1Q0Z6blN5WnVXRTJHZHQ5b2FPaDUtazVDZTJqc1NHSHgxLV85Yy1lRnFJSG9CcE9ZM0VCVXNrSERmdHhsdndOaUd5MUtvb1Z2UjJlNVhWeklkWEdQZ01BLW9ZSUpnT2ZaOGw0am9haUNPQW52QTFnZjhhRnB1QmhqZ2gxT244RmR0X1V3aFZueVFaOG8teWVGdjhyc1dHcmROeUF3QdIB9wFBVV95cUxPc2VCd1R4SjNpTG5BXzk3NHdNaGFvZC05aEJMWklTUjFoOTJ5LU42UlF5MDkyRzdDRUZ3OXpXemJTdnJXZG5VaWxCMDlxWVdtUlk1S0YtcGpWb0pEMXc1OXBlZzJqUEFBZmhLQVExX3VIdEpMMTZYdU1GdDZYT0RzakVZZi1Dc3hIUnVHNFpWR2VXVWR4YVlRWHI4VTljZkFZa01HdVFmaGdkVGVjT3IxbGpJVFJsamxBQmdqOFVNcDhGWHhDX0lkOUEyVUQtTV9zeGE0eS1vR0ZVSWU0WVpxXzF4U0FHUXpZTmczSW56Mm5hUEQ2X0Vr?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T00:54:48', 'SHREECEM', 'Just Three Days Till Shree Cement Limited (NSE:SHREECEM) Will Be Trading Ex-Dividend  simplywall.st', 'https://news.google.com/rss/articles/CBMi1wFBVV95cUxQOFFsLUlkX0hXSkd1bzhEQjZPRjVQOVBBMG5vRUJKUVZqX0tTSXRpR2NubnZpWWhiaFREVDV1bW1uaTM0Nm0wNlhmeFZ2NEhDVjJVaHVXdTVjemN0cHZDY29yczlNNW1tR2ZYWC1WbEJpRjYyNElMN3h1U0xWTjNUakVLNlZMRmpPZC1WVjk3cTF1R2QtSlhQdVBULXp0Zzh5UGl2dXEwR1RsM1V6NS1ZcjhXTWhTek9VZUFNZzd5NVUxN0ZUYlo5T1U0b3JUQmRFQnhlbGota9IB3AFBVV95cUxQYUMtanVhZGlrNmxyVzQ2dWtEUlNJOC1ZazY1S0M0RS1EX3RmYlRJUVdPT2Nia3ZycVM0XzYwTVpPQUNYamNTRURtVThDSmRSbXd6Unc1XzFMRC1LWWluVTA4OG44bVN0dmlkcHQ1WElsLUVSYjFyRDZCNUJ0NE5wQWxwZTFrSHgxMEhLWTk0dDZiT0ZZOV9DODRrdENSQlNUalVFMEo5WkpUcllLV3d5OWNibXRlRGdkckx1d1pUck50N1E0TVlDUGNwQzBrN0pMN2VyVG4xWVlmVHJQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T00:54:49', 'HCLTECH', "HCL Technologies Limited Earnings Missed Analyst Estimates: Here's What Analysts Are Forecasting Now  simplywall.st", 'https://news.google.com/rss/articles/CBMi2gFBVV95cUxOalUtX09TcXI3dWpSSUU0bFE2Ni16S1lJMmxQVm54WU9nR3lFbjNfeWE0R1pXQUVjT1dnREV1Qmt1bkprSUpVeUN1ZXJSYV9WbUowNGxuejVBZXBxclF5S2lQZGQ4eU40aW8xalpFcEt6Y0owNVhwS0VndUdpYW1ucjVvSjY4MnZGQndVRXMyQV9YVURxY2t2MUNDS2NtaHBqa09QN1R1SGJ6WGpCU1l2aG91ZzNTVzJmUl9HZEpob2RvWHh2LTgxeWZrT18wWkllMGJmcnZyS2NWQdIB3wFBVV95cUxOOC1zQnp1VlJRZjV1enhyRm1LUzFpeG1NeWJ2UWRHRWFqb1ZrM2FRTTFhNFZEWnpJOFo2d2lqejBjaWNMOV9lV0VpaDN2aEVpdW9Dd2RzdWd0VlhwYnlIZlR5Z3ZsUURxMUN1MFBWclFMUFBGU2VQaDUyOGxrY2doZWd0aHE1QTcwUXhpOWJhSjE5WWM4dHhncUpEYWhVMlNSaTRsMFRGbXZOa1A3UnFBWnJHNU9DZGFSWU4wd21fZGhPQkVHNDBWMVlDcHBxYUpvdU1rWVBUa2tVeG52MTJN?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T00:58:14', 'WIPRO', 'Q1 Results Live Updates: Tech Mahindra, LTTS react to earnings; Wipro, Jio Fin report today  CNBC TV18', 'https://news.google.com/rss/articles/CBMi9gFBVV95cUxPY1JZaTlwWG5vNzNMbmFVTmswZjBNOXEyaTlWSnBraUY5enZSR0FzbEI1c3NGU3QxNGowREY2UWZ6ZEd1a2xCLW04Zl9JZm9BeEhvZU9QN2haU3lBV2k0eEo3d0FlRUl3ZEN2eVhKS0lFMFJtUEhPV21SQzNZOWl2UjRvTXl4SWE4bkFfNnBvUkE1TUFpa3dQUFFBN0FDNWpUSUdvTnVHbXdlemdCWG1YRm0xaWxlQV80NURBYjJ0X0RaRDhUckY2UDVzRmNidnBKUWJQcVJROUNhVzVEbkM5Z05mOENSNWw0Q2w3MDNXRmlFNGVVZ2fSAfsBQVVfeXFMT0ozdWVTN3lDWTJvVjNUNWRNTE5UQ3VmOGhxLUN6bkQ2ZmNTOTVCdFM2Z2g5Nml5TmkyTFNSbEVHV1FKeGpaYS1ZSkRXR28xaXZxZXRjSXp4cFNDd0pwb2tERU9sUjdYS0lyRDlCd0FCQjN2a2dBY3VuX3N5d2dyVl9QTjFyTzJ3c01qbVJ6V2tQNkVUb0RxZVMxemNyOVp6WGRYVWhYdGRkVkxkZlRKNUM5dVdrRzdBVVNhNEJ4N3dDbFEtRUFfemIteFp4M0xkWGN3ZW9ieWNFTGFNdHphMGxaRkhhSFJna1pZOVdLdGU5RHRwcl9ZdlhMams?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T00:58:32', 'M&M', 'Obituary: Kathleen M. Galvin-Halcro  KRTV', 'https://news.google.com/rss/articles/CBMiekFVX3lxTE11VjVTU29LamxGWjVZNGU4OUpfRG8zUGFNQjYyWHk4eU9EczFWazE2M0JhS1NSd01VY3M2ZW9QTEl0dUlVQWs1MTRrcnB0a3U1cWZhQmFOcVE5THBOcEdLdEtWZGRxU3hOd2FLRXRtWkdlV3hLVENJM0JR?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:02:07', 'M&M', 'Chapel Hill faces $26.5M repairs after Chantal devastates local properties  WRAL.com', 'https://news.google.com/rss/articles/CBMiggFBVV95cUxOUUItdEc5bmJTaE9LNWluOE1PaS1vWW0wSU5lUTdkNGo5UDhneHdyN0c0NHdZRXl1TlJPM3RWS1dhNm1ZaV9lbmpfT0lCaDBXSHdRUVhfYk1oUGlRb05vdnA1RFNHSGtpT24yeEYxZ0tYaXU2ZnlCOHpxLWd1RzM1SGdB?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:04:00', 'RELIANCE', 'Peter Varghese is wrong. AUKUS is our path to defence self-reliance  AFR', 'https://news.google.com/rss/articles/CBMiwwFBVV95cUxOcDc4ZkxCTklxX05jdlF3Q1JrUlc0Y3VDV2cyV0g2MG43YjhySEJ5TUI5c3pfcnVFOHRpQzhvRV94R29IQnFjbE9odm9SU2d6Y3Awdmg3aXRaVWJSMUZJdXBoMlVkRzB6Wk1zSjRYUXk1WVJCRzZ1T0FPSTZVRE44TUtEOFBjZDY0UzVfWkRNdDhhRmQ4NEpiQjFNYkJGQVVlRFdvdDlwRGpFTjB3T0gwUGpibTBjVGdCVk9YUm1MRTU1bTg?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:08:42', 'INFY', 'Infosys Brings AI-Enabled Cloud Platforms to Australia’s Largest Catholic School System  The Fast Mode', 'https://news.google.com/rss/articles/CBMi2gFBVV95cUxNNkdhUVJidThqR19HcWhSdTMxWG9BcTgxNXZOQkVNZkIwLU9jMFZib0RROTBtcDl3N1d6OGx0RzBrM0ZmeVUwMWRxYWRtWVBwR2ktTkVtMGhEOXZMcnh5TU9Gc2YyOFdJMlR3VlJMc0J0N3ZGUHJObmM0c19yTXlPbVhSQmpXbnZUeVotZTVPTWU5bXVwSm5IaDlOWW4zaDhUZlpfZVphN3BzeWw1TEhWLUExNnZCdDFaNkhSMmJmNTltb25nVGZqMDUxaW05clV2ckZiVXp1d2xDdw?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:09:31', 'WIPRO', 'From Tech Mahindra, L&T Tech, Godrej Consumer to Wipro – Here are 10 stocks to watch  financialexpress.com', 'https://news.google.com/rss/articles/CBMijAJBVV95cUxOY3QwOTlsREhhTmd4U2tCcUxSZ0JtczdBckVUSlVqY2ZBUEJvWVo1WnRRYjZrUklINlBaWWR2bUZWdmw0VmM3YS1LVHJvc21rRzB5cFZULWwwVGJHUTQ3eUlIaWdHVkxhYWprVzkzQ01SbmJmTzFpazdiY3R3a2Mza0YxVV9FdmFCRU9vdEJpb0NZM3RZajlTam9vd3pRZVpfYlJIcUNQOTh6Z2J4d0N2ZlNMcmloVEJKQXU2X1ZwLXRmMWlQRURhbUhBd3liVjlxOWZHeGRxNTdicUxXbnI2Wll6QkZIZkxRRnRzRVlRenZKQWNUdm5hczY1YnYtNHV3UmxaOWhpUFhDVUNx?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:11:34', 'AXISBANK', 'Stocks in news: Axis Bank, Tech Mahindra, Wipro, LTIMindtree, Angel One  The Economic Times', 'https://news.google.com/rss/articles/CBMi1wFBVV95cUxPYUk5czBRbW9sYWpvdTFfcFB0SHJGdmJiaTRwY1J6bm16YUo5Q1MwUm4yVTU1QjVVazJlMWk5VnE3dXpnTFNIUnlUbUU5dUVrZ0l3bmtRcGp1RnlTaTVOMnpRa0xEMDdKQUlKbDJ5RVNLX2Y2bEwyMC1ISFFXaVluVUxVdGNvZTE3cjhmQjdiMnFzdUxLU3dHTHp4SVZhUkxwbngxNGdMckJiSFZpTm1LY0gwQ0tXWHMwQmpjYkhkVGROLXhGd1MxdzdrOFhGMzJCSXpSSGJCc9IB3AFBVV95cUxQTUYzN3FWbGE0NkJBY2lKY1FOTWJoXy1CSTFXTDR5VnpVVkdBRXpXVThlSkdWNzNVUXdHN0FfUDk3bm1sTkVEMlB5a3ZEblVfNXdQSzNZcWpOS0E4cEdBSlBJZk5kYlozN1h3cWtoX1JmTThoT0plYjFZMzZqMlB1elZkZ296T2xTUU5yYVJ0Ri01RTJCZndKYjZENWpQa2FHcUc4cFExZW5fcTRaUVFVMkdMZldqcWxkcTQ1RmFUR04wYlpoM2MyVVJ2ejNZTG9GZm5vd1BTU3YxMk9n?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:12:00', 'M&M', 'National City freeway embank undergoes $5M revitalization  cbs8.com', 'https://news.google.com/rss/articles/CBMi0AFBVV95cUxPQWJZdXVydVMyUjVWS0lMemtFQjVLQ2M1eFFDSUtRLUxvbldCczJKeDlEckMxUTYwV0FIaXpzSFhLTUNGalM3dlM4Qjc2czF5TVVmbm9QWUJzMDQ1c180SFhJSXIwcWhrYTNlT0QyU2xzd1dtY0hudGhsQWw0Yk9zcThCcDVvV0FNUXVrTHJZNWtYTVlnZjlIdEwzOWtseEc3LVBETy1TRC1sV19YZ29GZGNYeWFSdnM5WTVGOTNNeUQyUmJaOUtVWjNpV05GVGZj?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:13:44', 'M&M', 'City Council awards torture victim $12.7M, bringing total to $30M in wrongful conviction suits  Chicago Tribune', 'https://news.google.com/rss/articles/CBMiqAFBVV95cUxPUVlqM3V6b2ZlbzFZVGJOTy0tMWNiTWVJRnJ4b2JGOGRnV2EtNWZEZWZXRTVNaDNvUlMwS0pkcUJJb0o4NmdJREdEMUhfeUlCcVlLclVyczY2N2xzT0Uyc3k1QkxXbHBIM0RfaFlQWEo3YVp4RGNtTV9QN3RvVGt0UkZmaVBqQTFOYzNNUW92S2h2NWNHY3lhRXlyUElZMnNHQy1WazBWX3I?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:15:51', 'M&M', "Europe's $752M AI Power Play Just Dropped -- And You Probably Missed It  Yahoo Finance", 'https://news.google.com/rss/articles/CBMifEFVX3lxTFBsU2Nlb1gzUzF0RkgtbUVMbHRJeTJaLVZHZXRXTHJyRmd5TGxfQ0NaTjlaMGk1X1FqVkt6Tnk2el9BX1VqcjViZ1lFVllfY0x3M2lGLTRtdXlHeGtvaHlJVlZJVXBibzRBYVVkQlJjMXlvTFJTd3NLMXhubEc?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
('2025-07-17T01:20:00', 'M&M', '$7.5M earmarked for downtown hotel project clears final hurdle  The Frederick News-Post', 'https://news.google.com/rss/articles/CBMikwJBVV95cUxOQUdrc0V2RlFpZTZiYTIwNVN0WThCSE0xbTI4ZU5YZ0I3R0EyY1ZTRWJHVVQ0ejNnNDhranoyVU0zZEotQzRxVlktRkI5WDNwZ2F3V1dtQ1pvWTQ4dF96d2ZieGtaY1dNSjFMbVBSNEJ0MG5pZ2psUnFSQUxqbXhiV09BSUF6WFdXWFExVVVjNDBNMF9YbGxpa291VkhaMG44UUpQbWRpejA0UEFsTUVHT3VQdVBmRTd4eFhRU0FrLWtuQ0xYbDA5N2E5a24yM2x6OHZKekRNYTk5d1FudHhqQWY2ZWdZS2d1NG5Gd0JOSV9UWVFpWnQ0UHdXRjBLbVZ3NTI2TE10Z2Y2S0Z3bkNfZ29TWQ?oc=5&hl=en-IN&gl=IN&ceid=IN:en')
